Age,Gender,WorkingClass,Education,MaritalStatus,Occupation,Relationship,Race,NativeCountry,Income
33,Female,Private,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,United-States,<=50K
24,Male,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
42,Male,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
51,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Vietnam,<=50K
56,Male,Local-gov,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,United-States,>50K
22,Male,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,United-States,<=50K
52,Male,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,United-States,<=50K
44,Female,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,United-States,>50K
34,Female,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,United-States,<=50K
51,Male,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,United-States,>50K
20,Male,?,Some-college,Never-married,?,Not-in-family,White,United-States,<=50K
19,Female,Private,Some-college,Never-married,Sales,Not-in-family,White,United-States,<=50K
37,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
68,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,United-States,>50K
22,Male,Private,Some-college,Divorced,Protective-serv,Not-in-family,White,United-States,<=50K
56,Male,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
37,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
52,Male,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Mexico,<=50K
26,Male,Private,HS-grad,Separated,Handlers-cleaners,Own-child,White,Puerto-Rico,<=50K
33,Male,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,<=50K
45,Female,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,United-States,<=50K
18,Male,Private,11th,Never-married,Other-service,Own-child,White,United-States,<=50K
43,Male,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,United-States,>50K
64,Male,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,?,>50K
18,Male,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,United-States,<=50K
20,Male,?,Some-college,Never-married,?,Own-child,White,United-States,<=50K
57,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
41,Female,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,United-States,<=50K
34,Male,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
19,Female,Private,HS-grad,Never-married,Sales,Unmarried,White,United-States,<=50K
44,Female,Private,9th,Divorced,Other-service,Unmarried,White,Dominican-Republic,<=50K
56,Female,Private,10th,Widowed,Other-service,Unmarried,White,United-States,<=50K
36,Male,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,United-States,<=50K
48,Female,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,United-States,<=50K
29,Male,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,>50K
33,Male,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,United-States,<=50K
31,Male,Private,5th-6th,Married-civ-spouse,Other-service,Husband,White,Mexico,<=50K
39,Male,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
66,Male,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
27,Female,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,>50K
39,Female,Private,HS-grad,Divorced,Exec-managerial,Unmarried,Black,United-States,>50K
59,Male,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
26,Female,Private,HS-grad,Never-married,Other-service,Own-child,White,United-States,<=50K
31,Male,Private,Assoc-voc,Divorced,Craft-repair,Unmarried,White,United-States,<=50K
45,Female,?,HS-grad,Widowed,?,Unmarried,White,Mexico,<=50K
23,Male,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,United-States,<=50K
36,Female,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,United-States,<=50K
34,Female,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,United-States,>50K
32,Male,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,>50K
37,Male,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,United-States,>50K
33,Male,Private,Bachelors,Never-married,Sales,Not-in-family,White,United-States,<=50K
50,Male,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
32,Male,Federal-gov,Assoc-acdm,Never-married,Protective-serv,Not-in-family,Black,United-States,<=50K
35,Female,Private,Bachelors,Never-married,Adm-clerical,Own-child,Black,United-States,<=50K
37,Male,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
44,Male,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,United-States,<=50K
57,Male,Private,Some-college,Divorced,Handlers-cleaners,Other-relative,White,United-States,<=50K
29,Female,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Own-child,White,United-States,<=50K
55,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
43,Male,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
43,Male,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
45,Male,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,>50K
33,Female,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Wife,White,United-States,<=50K
26,Female,Private,10th,Divorced,Other-service,Unmarried,White,Germany,<=50K
23,Male,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
41,Male,Private,7th-8th,Separated,Craft-repair,Not-in-family,White,Mexico,<=50K
24,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
47,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
34,Male,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Own-child,White,United-States,<=50K
40,Male,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
28,Female,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,United-States,<=50K
24,Female,Private,HS-grad,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,South,<=50K
73,Male,?,Some-college,Married-civ-spouse,?,Husband,White,United-States,<=50K
23,Male,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,United-States,<=50K
43,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,United-States,>50K
26,Female,Private,Bachelors,Divorced,Tech-support,Not-in-family,White,United-States,<=50K
58,Female,Self-emp-not-inc,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,United-States,>50K
52,Female,Private,HS-grad,Widowed,Adm-clerical,Unmarried,Black,United-States,<=50K
29,Male,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,United-States,>50K
47,Male,Private,11th,Married-civ-spouse,Other-service,Husband,White,Columbia,<=50K
49,Female,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,United-States,<=50K
40,Female,Private,11th,Widowed,Adm-clerical,Unmarried,White,United-States,<=50K
62,Female,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,United-States,<=50K
49,Male,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
50,Female,Private,Bachelors,Divorced,Prof-specialty,Other-relative,White,United-States,>50K
31,Male,Private,HS-grad,Never-married,Transport-moving,Own-child,Black,United-States,<=50K
48,Female,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
24,Female,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,United-States,<=50K
41,Female,?,HS-grad,Never-married,?,Own-child,White,United-States,<=50K
37,Male,Private,HS-grad,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,United-States,<=50K
45,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Japan,>50K
63,Male,?,HS-grad,Married-civ-spouse,?,Husband,White,United-States,<=50K
36,Male,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,India,<=50K
45,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
41,Female,Private,Bachelors,Never-married,Sales,Not-in-family,White,United-States,<=50K
26,Female,Private,Assoc-acdm,Never-married,Tech-support,Other-relative,White,United-States,<=50K
17,Female,Private,11th,Never-married,Sales,Own-child,White,United-States,<=50K
27,Male,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,?,<=50K
43,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
35,Male,Private,HS-grad,Never-married,Transport-moving,Own-child,White,United-States,<=50K
38,Female,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,United-States,<=50K
26,Male,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,United-States,<=50K
28,Female,Private,Some-college,Never-married,Exec-managerial,Own-child,White,United-States,<=50K
38,Female,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,United-States,>50K
36,Female,Private,11th,Divorced,Transport-moving,Unmarried,White,United-States,<=50K
33,Female,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,United-States,>50K
19,Male,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,United-States,<=50K
22,Male,?,Assoc-acdm,Never-married,?,Own-child,White,United-States,<=50K
42,Male,Federal-gov,10th,Married-civ-spouse,Adm-clerical,Husband,White,Mexico,<=50K
50,Male,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,United-States,>50K
30,Male,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,United-States,<=50K
37,Male,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Cambodia,<=50K
54,Male,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
52,Male,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,United-States,<=50K
65,Male,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,Other,?,<=50K
33,Female,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,United-States,<=50K
25,Male,Private,Some-college,Never-married,Tech-support,Other-relative,White,United-States,<=50K
24,Male,Private,Bachelors,Never-married,Sales,Not-in-family,White,United-States,<=50K
26,Female,Private,Assoc-voc,Separated,Adm-clerical,Unmarried,Black,United-States,<=50K
39,Male,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,United-States,>50K
59,Female,Private,HS-grad,Divorced,Other-service,Not-in-family,White,United-States,<=50K
29,Female,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,United-States,<=50K
47,Female,Private,11th,Never-married,Other-service,Own-child,White,United-States,<=50K
23,Female,?,Some-college,Never-married,?,Own-child,White,United-States,<=50K
64,Male,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
21,Male,Private,HS-grad,Never-married,Other-service,Own-child,Other,United-States,<=50K
32,Female,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,United-States,>50K
26,Female,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Black,United-States,<=50K
19,Female,?,Some-college,Never-married,?,Own-child,Black,United-States,<=50K
62,Male,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,<=50K
32,Male,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
75,Female,?,10th,Married-spouse-absent,?,Not-in-family,White,United-States,<=50K
45,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
31,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
32,Male,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,United-States,<=50K
24,Male,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
25,Female,Private,Bachelors,Never-married,Sales,Own-child,White,United-States,<=50K
41,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
18,Female,Private,Some-college,Never-married,Sales,Own-child,White,United-States,<=50K
44,Male,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
40,Male,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
27,Male,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
23,Male,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
21,Male,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Other,United-States,<=50K
37,Male,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
65,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,United-States,<=50K
43,Male,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
45,Male,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,United-States,<=50K
24,Female,State-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,United-States,<=50K
24,Male,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,United-States,<=50K
19,Male,Local-gov,Some-college,Never-married,Protective-serv,Own-child,White,United-States,<=50K
37,Male,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
24,Female,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
34,Male,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Germany,<=50K
50,Female,State-gov,HS-grad,Married-civ-spouse,Other-service,Wife,White,United-States,<=50K
36,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Puerto-Rico,<=50K
39,Male,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
44,Male,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
45,Male,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,United-States,<=50K
32,Male,State-gov,11th,Never-married,Protective-serv,Own-child,White,United-States,<=50K
47,Male,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,United-States,>50K
50,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
32,Male,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,United-States,<=50K
19,Male,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,United-States,<=50K
19,Female,?,Some-college,Never-married,?,Own-child,White,United-States,<=50K
28,Male,State-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,?,<=50K
28,Male,Private,HS-grad,Divorced,Sales,Other-relative,White,United-States,<=50K
39,Male,Federal-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Poland,>50K
21,Male,Private,Some-college,Never-married,Other-service,Not-in-family,White,United-States,<=50K
73,Female,Self-emp-not-inc,Some-college,Widowed,Farming-fishing,Not-in-family,White,United-States,<=50K
39,Male,Private,7th-8th,Married-civ-spouse,Other-service,Husband,White,Mexico,<=50K
25,Male,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,United-States,<=50K
31,Female,Private,Some-college,Married-AF-spouse,Sales,Wife,White,United-States,<=50K
51,Female,Private,Some-college,Divorced,Sales,Not-in-family,White,United-States,<=50K
39,Female,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,United-States,<=50K
31,Male,Private,Bachelors,Divorced,Handlers-cleaners,Own-child,White,United-States,<=50K
21,Male,Private,Some-college,Never-married,Sales,Own-child,Black,United-States,<=50K
46,Male,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,United-States,>50K
73,Female,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,United-States,<=50K
41,Male,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,United-States,<=50K
20,Male,Private,HS-grad,Never-married,Transport-moving,Own-child,White,United-States,<=50K
27,Male,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,United-States,<=50K
24,Male,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
20,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
39,Male,Private,Assoc-voc,Never-married,Machine-op-inspct,Own-child,White,United-States,<=50K
27,Male,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,United-States,<=50K
